329.6645809180342, 3.036647395877791e-20
351.61962231725846, 2.4937734912855446e-20
417.63651662840925, 1.6558339495655188e-20
517.1835783645384, 1.1092112524082375e-20
632.3147166512183, 8.233778859124289e-21
767.8555750155972, 6.415813039293271e-21
971.1351207612892, 5.034007448521426e-21
1226.2505888831188, 4.264081577783665e-21
1550.88411475611, 3.6298351982822674e-21
1906.556946637299, 3.1893833530108794e-21
2344.8066067346135, 2.89385016011711e-21
2923.449539898804, 2.6364098832528433e-21
3653.52134395846, 2.4558385911679605e-21
4493.336010901471, 2.339806928597109e-21
5564.359208033347, 2.227296566596634e-21
7001.216635203596, 2.146478616280549e-21
8610.547432302175, 2.0877954910524994e-21
10662.941470412374, 2.0685931632309925e-21
12774.34541269774, 2.0942357969925017e-21
15703.956700306524, 2.1578419659546473e-21
19405.34123391895, 2.209726095493809e-21
23917.324641446274, 2.2748372054912436e-21
29415.067267512743, 2.347024624259966e-21
36426.38787925133, 2.410871588580876e-21
45832.59693450489, 2.5082573563189872e-21
56367.88152873173, 2.654743607899215e-21
69803.62471463719, 2.8849508373176223e-21
87828.67537452794, 3.147560243925784e-21
98390.93134502409, 3.2232416079945235e-21
