302.13882814176065, 7.289136050503954e-22
332.210789841979, 6.511806515345277e-22
405.2486030987658, 5.112546212971464e-22
494.3440590584608, 4.109486749315969e-22
603.0274919092972, 3.509166562781273e-22
735.6053933186098, 3.001580486846008e-22
897.3310536243639, 2.6373623909975945e-22
1094.6127191455441, 2.5674145862925254e-22
1335.267513673694, 2.4494402284813425e-22
1628.8311855759298, 2.329048126038479e-22
1986.9359539837053, 2.2520924098285825e-22
2423.771425911897, 2.2520924098285825e-22
2956.646847770093, 2.2520924098285825e-22
3672.429012512152, 2.1703747368368474e-22
4479.826582417255, 2.2295054082288434e-22
5464.733597342985, 2.3134494344795717e-22
6666.17618796649, 2.441223942286559e-22
8131.760529116663, 2.584725666292174e-22
9919.559195310023, 2.7366628084648313e-22
12100.41223876874, 2.986490619787895e-22
14760.73416824525, 3.3366879958813974e-22
18005.938052881807, 3.6967661504235807e-22
21964.612428404667, 4.123317811129342e-22
26793.616512126995, 4.591367210338036e-22
32684.295620465236, 5.199162296573738e-22
39870.06306977854, 5.760229069141741e-22
48635.64898711717, 6.446497390578726e-22
59328.38250740233, 7.386223535055088e-22
72110.92530235299, 8.472894748231832e-22
88442.84613663607, 9.841024450424315e-22
98390.93134502409, 1.0635267591621582e-21
