299.75345646147883, 3.629603248310046e-22
329.2233670675346, 3.17980166475688e-22
392.636564704417, 2.4473835680851725e-22
498.82981204008195, 1.8720989530012373e-22
672.0693502841191, 1.4364588336276008e-22
917.8260952424015, 1.168617575956477e-22
1134.8875094208313, 1.083345234166391e-22
1439.6622889236778, 1.0236573422725895e-22
1782.8175089500314, 9.76838413219614e-23
2401.9755355338, 9.275784613994313e-23
2992.4729219813335, 9.275784613994313e-23
3905.0838529750135, 9.275784613994313e-23
4815.549532533406, 9.275784613994313e-23
6360.287748562344, 9.76838413219614e-23
7938.218158753681, 1.0491935047343476e-22
10359.127170519943, 1.149341920458951e-22
13007.229951393, 1.269954749764953e-22
15120.616880220041, 1.3758353259689191e-22
19887.017140371077, 1.6148153728218679e-22
27695.931047111975, 1.9545893521594185e-22
37258.366592753635, 2.3153935432381995e-22
45655.504377318786, 2.5868977422111874e-22
59328.38250740233, 3.1994496443315415e-22
68898.53424674472, 3.629603248310046e-22
81537.04659704657, 4.252767939902653e-22
95760.37256184354, 4.985320168121011e-22
