299.4425571208959, 4.5979675835737065e-23
331.8956151469761, 4.059455699601408e-23
410.46235966976803, 3.3983239155280906e-23
480.8242877847584, 3.5341867766084237e-23
613.7631804517553, 2.991655990829966e-23
752.708213922829, 2.7741936900677196e-23
905.3961323331054, 2.8258455108004973e-23
1176.8090258623579, 2.7234859798939984e-23
1428.3822044024207, 2.6387054336595196e-23
1751.742450701493, 2.5553393595122337e-23
2193.16267024224, 2.583656399505774e-23
2537.7868154958232, 2.6984807611297627e-23
3298.5456017954525, 2.67370512348693e-23
4045.277474355798, 2.4704605710970113e-23
4822.073605416608, 2.7179093156290713e-23
6211.188798197485, 3.124987223785254e-23
7538.99005917943, 3.3626889309855575e-23
9245.68290012139, 3.6770226578923364e-23
12126.425712775728, 4.414528572463144e-23
14895.661274118766, 5.2424972316658127e-23
17727.36363741418, 6.045132727662726e-23
22834.160457981583, 7.449437015489534e-23
28282.07576673983, 8.923605680823297e-23
33380.773146306325, 1.0216270093857364e-22
42919.23717362308, 1.2476279220507967e-22
52815.84881984266, 1.4831810568920662e-22
62856.27342203607, 1.7443346193858023e-22
80963.54666524395, 2.2382483346001044e-22
91061.22986159573, 2.4918472864431057e-22
99604.1301533251, 2.7725682751713643e-22
