302.13882814176065, 3.5712224363968206e-22
338.2672063582437, 3.026899888110738e-22
418.16002485987843, 2.2679517081386313e-22
485.4932054500615, 1.8720989530012373e-22
578.7333176150812, 1.61341644362231e-22
709.5002924206394, 1.3673862527257668e-22
973.3307204703168, 1.1366684426022457e-22
1248.491362707176, 1.0583952627257696e-22
1585.2831052502165, 9.804554785808746e-23
2194.511013957938, 9.275784613994313e-23
2802.233385646334, 9.146766776757615e-23
3443.540249099695, 9.146766776757615e-23
4205.3256490389695, 9.275784613994313e-23
6053.8350767458505, 9.507178394980996e-23
7496.815922842126, 9.987427006173743e-23
10284.535921074972, 1.1076377937535525e-22
13244.36012511775, 1.246701569069962e-22
17117.742747809476, 1.4032247825838806e-22
21313.099189878867, 1.575512625025536e-22
26696.978059737317, 1.790882211971201e-22
33764.64774834496, 2.0008819512536178e-22
43639.29617335393, 2.319676335180771e-22
53959.77778772538, 2.6351479426853465e-22
69175.91199552151, 3.2591250169707477e-22
86964.02345674906, 3.9206531800231294e-22
96114.36389601865, 4.2685629464849085e-22
