6,5.13E-27
10,5.17E-27
25,8.45E-27
50,1.35E-26
100,2.21E-26
250,4.73E-26
500,9.28E-26
1000,1.93E-25
2500,5.81E-25
5000,1.46E-24
10000,3.94E-24
